大專校院,1035,中國醫藥大學,163,314,29,0,311,0,0,0,0
大專校院,1036,健行科技大學,655,10,0,30,0,0,0,0,0
大專校院,1037,正修科技大學,195,176,14,69,217,0,0,0,0
大專校院,1038,萬能科技大學,343,50,2,0,34,44,0,0,0
大專校院,1039,玄奘大學,126,107,6,0,14,0,0,0,0
大專校院,1040,建國科技大學,360,26,2,6,0,166,0,78,0
大專校院,1041,明志科技大學,67,3,29,10,21,0,0,0,0
大專校院,1042,高苑科技大學,471,32,0,2,0,0,0,0,0
大專校院,1043,大仁科技大學,20,88,0,1,21,0,0,0,0
大專校院,1044,聖約翰科技大學,268,42,22,5,4,0,0,0,0
大專校院,1045,嶺東科技大學,30,35,57,0,0,0,0,0,0
大專校院,1046,中國科技大學,88,27,67,2,17,0,0,0,0
大專校院,1047,中臺科技大學,55,20,9,0,90,0,0,21,0
大專校院,1048,亞洲大學,263,164,85,53,341,0,0,0,0
大專校院,1049,開南大學,633,69,4,36,72,943,0,0,0
大專校院,1050,佛光大學,78,81,17,15,116,140,0,0,0
大專校院,1051,台南應用科技大學,19,58,31,10,0,0,0,0,0
大專校院,1052,遠東科技大學,117,15,5,4,0,0,0,0,0
大專校院,1053,元培醫事科技大學,215,27,8,0,49,0,0,75,0
大專校院,1054,景文科技大學,253,128,33,0,0,0,0,0,0
大專校院,1055,中華醫事科技大學,311,9,0,0,14,0,0,0,0
大專校院,1056,東南科技大學,163,124,2,1,0,0,0,39,0
大專校院,1057,德明財經科技大學,338,3,0,0,0,0,0,0,0
大專校院,1058,明道大學,306,85,9,109,118,369,0,60,12
大專校院,1060,南開科技大學,101,76,0,3,27,0,0,56,0
大專校院,1061,中華科技大學,16,7,7,0,0,1,0,0,0
大專校院,1062,僑光科技大學,159,17,4,0,0,0,0,0,0
大專校院,1063,育達科技大學,342,5,0,0,13,0,0,0,0
大專校院,1064,美和科技大學,35,5,0,0,0,0,0,0,338
大專校院,1065,吳鳳科技大學,32,5,0,0,0,0,0,0,0
大專校院,1066,環球科技大學,389,45,5,26,0,0,0,198,0
大專校院,1067,台灣首府大學,186,145,2,0,2,167,0,0,0
大專校院,1068,中州科技大學,116,6,0,11,31,0,0,0,9
大專校院,1069,修平科技大學,87,3,0,0,2,0,0,0,0
大專校院,1070,長庚科技大學,0,48,5,0,31,0,0,0,0
大專校院,1071,臺北城市科技大學,24,55,1,4,0,0,0,0,0
大專校院,1072,大華科技大學,53,4,0,2,2,0,0,56,0
大專校院,1073,醒吾科技大學,559,31,4,5,1,0,0,0,40
大專校院,1074,南榮科技大學,13,0,0,0,0,2,0,0,0
大專校院,1075,文藻外語大學,182,62,61,93,8,886,0,0,0
大專校院,1076,華夏科技大學,57,9,2,0,0,0,0,0,0
大專校院,1077,慈濟科技大學,144,12,2,0,44,0,0,0,0
大專校院,1078,致理科技大學,126,18,29,0,11,0,0,0,0
大專校院,1079,康寧大學,57,8,0,1,0,0,0,0,0
大專校院,1080,宏國德霖科技大學,0,4,0,0,5,0,0,0,0
大專校院,1081,東方設計大學,170,6,8,0,39,0,0,0,0
大專校院,1082,崇右影藝科技大學,184,36,3,0,40,0,0,0,0
大專校院,1083,台北海洋科技大學,50,15,3,0,0,0,0,0,0
大專校院,1125,中信金融管理學院,5,0,2,0,0,0,0,0,0
大專校院,1148,大漢技術學院,0,0,1,0,0,0,0,0,0
大專校院,1159,和春技術學院,30,1,0,0,0,0,0,34,0
大專校院,1166,亞東技術學院,1,1,0,5,0,0,0,0,0
大專校院,1168,南亞技術學院,17,0,0,0,0,0,0,0,0
大專校院,1176,稻江科技暨管理學院,1,0,0,0,0,0,0,0,0
大專校院,1182,蘭陽技術學院,2,0,0,0,0,0,0,0,0
大專校院,1183,黎明技術學院,282,11,0,0,0,0,0,0,0
大專校院,1185,經國管理暨健康學院,79,24,0,0,37,0,0,12,0
大專校院,1188,大同技術學院,21,4,0,0,0,0,0,0,0
大專校院,1192,臺灣觀光學院,0,6,0,0,0,0,0,0,0
大專校院,1195,馬偕醫學院,0,13,0,0,11,0,0,0,0
大專校院,1196,法鼓文理學院,33,4,5,0,3,0,0,0,0
大專校院,1282,馬偕醫護管理專科學校,1,1,0,0,0,0,0,0,0
大專校院,1284,樹人醫護管理專科學校,0,0,0,0,20,0,0,0,0
大專校院,1286,耕莘健康管理專科學校,0,1,0,0,0,0,0,0,0
大專校院,1289,育英醫護管理專科學校,0,1,0,0,0,0,0,0,0
大專校院,1292,新生醫護管理專科學校,0,2,0,0,0,0,0,0,0
大專校院,3002,臺北市立大學,27,155,20,11,17,0,0,0,0
無,9999,無法區分校別,0,0,0,0,0,0,20597,0,0
宗教研修學院,1R02,基督教台灣浸會神學院,0,1,0,0,0,0,0,0,0
宗教研修學院,1R03,臺北基督學院,8,1,0,0,0,0,0,0,0
宗教研修學院,1R04,一貫道天皇學院,1,0,0,0,60,0,0,0,0
宗教研修學院,1R05,台灣神學研究學院,2,0,0,0,0,0,0,0,0
宗教研修學院,1R06,一貫道崇德學院,2,2,0,0,0,0,0,0,0
軍警大專校院,M104,國防醫學院,0,124,0,0,0,0,0,0,0
